Order No, Order Time, Order Type, Order Taken By, Customer Name, Customer Number, Item name, Quantity, Item Type, Price, Item Tax, Item discount
8057,17-Jan-2025 02:32 PM,Walk-In,Cashier,,,Cheese,1.0,Modifier,4.0,0.0,""
8057,17-Jan-2025 02:32 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8057,17-Jan-2025 02:32 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8058,17-Jan-2025 02:39 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8058,17-Jan-2025 02:39 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8058,17-Jan-2025 02:39 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
8059,17-Jan-2025 02:40 PM,Walk-In,Cashier,,,Spanish Latte,3.0,Regular Item,28.0,0.0,""
8059,17-Jan-2025 02:40 PM,Walk-In,Cashier,,,Brazillian,3.0,Modifier,0.0,0.0,""
8060,17-Jan-2025 03:02 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8060,17-Jan-2025 03:02 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8061,17-Jan-2025 03:07 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8061,17-Jan-2025 03:07 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8062,17-Jan-2025 03:18 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8062,17-Jan-2025 03:18 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
8062,17-Jan-2025 03:18 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8063,17-Jan-2025 03:21 PM,Walk-In,Cashier,,,Choco Strawberry,3.0,Regular Item,35.0,0.0,""
8064,17-Jan-2025 03:22 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8065,17-Jan-2025 03:27 PM,Walk-In,Cashier,,,Choco Strawberry,2.0,Regular Item,35.0,0.0,""
8066,17-Jan-2025 03:29 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8067,17-Jan-2025 03:33 PM,Walk-In,Cashier,,,Signature Hot,2.0,Regular Item,32.0,0.0,""
8067,17-Jan-2025 03:33 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8068,17-Jan-2025 03:39 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8069,17-Jan-2025 04:04 PM,Walk-In,Cashier,,,Americano,3.0,Regular Item,18.0,0.0,""
8069,17-Jan-2025 04:04 PM,Walk-In,Cashier,,,Etheopian,3.0,Modifier,0.0,0.0,""
8070,17-Jan-2025 04:16 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8071,17-Jan-2025 04:22 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8072,17-Jan-2025 04:22 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8073,17-Jan-2025 05:03 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8074,17-Jan-2025 05:16 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8075,17-Jan-2025 05:16 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
8076,17-Jan-2025 05:18 PM,Walk-In,Cashier,,,Signature Hot,1.0,Regular Item,32.0,0.0,""
8076,17-Jan-2025 05:18 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8077,17-Jan-2025 05:26 PM,Walk-In,Cashier,,,Still Water,10.0,Regular Item,9.0,0.0,""
8078,17-Jan-2025 05:28 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8078,17-Jan-2025 05:28 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8079,17-Jan-2025 06:45 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8079,17-Jan-2025 06:45 PM,Walk-In,Cashier,,,8oz,3.0,Regular Item,25.0,0.0,""
8079,17-Jan-2025 06:45 PM,Walk-In,Cashier,,,Brazillian,3.0,Modifier,0.0,0.0,""
8079,17-Jan-2025 06:45 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
8080,17-Jan-2025 06:46 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8080,17-Jan-2025 06:46 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8080,17-Jan-2025 06:46 PM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
8081,17-Jan-2025 07:00 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8081,17-Jan-2025 07:00 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8082,17-Jan-2025 07:10 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
8082,17-Jan-2025 07:10 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8082,17-Jan-2025 07:10 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8083,17-Jan-2025 07:21 PM,Walk-In,Cashier,,,Plain,2.0,Regular Item,12.0,0.0,""
8083,17-Jan-2025 07:21 PM,Walk-In,Cashier,,,Cheese,2.0,Modifier,4.0,0.0,""
8083,17-Jan-2025 07:21 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8084,17-Jan-2025 07:28 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8085,17-Jan-2025 07:41 PM,Walk-In,Cashier,,,8oz,2.0,Regular Item,25.0,0.0,""
8085,17-Jan-2025 07:41 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
8086,17-Jan-2025 07:49 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8086,17-Jan-2025 07:49 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8087,17-Jan-2025 08:03 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
8087,17-Jan-2025 08:03 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8087,17-Jan-2025 08:03 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8088,17-Jan-2025 08:35 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8088,17-Jan-2025 08:35 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8089,17-Jan-2025 08:36 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8089,17-Jan-2025 08:36 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8090,17-Jan-2025 09:22 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8090,17-Jan-2025 09:22 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8091,17-Jan-2025 10:07 PM,Walk-In,Cashier,,,Choco Strawberry,2.0,Regular Item,35.0,0.0,""
8092,17-Jan-2025 10:25 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
8092,17-Jan-2025 10:25 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
8092,17-Jan-2025 10:25 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8093,17-Jan-2025 10:37 PM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
8094,17-Jan-2025 10:51 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8094,17-Jan-2025 10:51 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8095,17-Jan-2025 10:51 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8095,17-Jan-2025 10:51 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8096,17-Jan-2025 10:59 PM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
8097,17-Jan-2025 11:14 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8097,17-Jan-2025 11:14 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8098,18-Jan-2025 06:56 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8099,18-Jan-2025 07:38 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8099,18-Jan-2025 07:38 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
8100,18-Jan-2025 08:36 AM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
8101,18-Jan-2025 08:51 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8101,18-Jan-2025 08:51 AM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
8101,18-Jan-2025 08:51 AM,Walk-In,Cashier,,,Signature Hot,1.0,Regular Item,32.0,0.0,""
8101,18-Jan-2025 08:51 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8102,18-Jan-2025 09:49 AM,Walk-In,Cashier,,,Signature Cold,1.0,Regular Item,32.0,0.0,""
8102,18-Jan-2025 09:49 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8103,18-Jan-2025 10:12 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8104,18-Jan-2025 10:22 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8105,18-Jan-2025 10:55 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8105,18-Jan-2025 10:55 AM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
8106,18-Jan-2025 11:10 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8107,18-Jan-2025 11:31 AM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8108,18-Jan-2025 11:55 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8108,18-Jan-2025 11:55 AM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
8109,18-Jan-2025 12:01 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8109,18-Jan-2025 12:01 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8110,18-Jan-2025 12:13 PM,Walk-In,Cashier,,,Still Water,2.0,Regular Item,9.0,0.0,""
8111,18-Jan-2025 12:49 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8112,18-Jan-2025 01:50 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8112,18-Jan-2025 01:50 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8113,18-Jan-2025 02:00 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
8114,18-Jan-2025 02:18 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8114,18-Jan-2025 02:18 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8115,18-Jan-2025 02:30 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
8115,18-Jan-2025 02:30 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8116,18-Jan-2025 03:11 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8117,18-Jan-2025 03:16 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8118,18-Jan-2025 03:19 PM,Walk-In,Cashier,,,6oz,2.0,Regular Item,24.0,0.0,""
8118,18-Jan-2025 03:19 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
8118,18-Jan-2025 03:19 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8118,18-Jan-2025 03:19 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,2.0,Regular Item,31.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,8oz,2.0,Regular Item,25.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8119,18-Jan-2025 03:32 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
8120,18-Jan-2025 04:47 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8120,18-Jan-2025 04:47 PM,Walk-In,Cashier,,,Chocolate,1.0,Regular Item,18.0,0.0,""
8121,18-Jan-2025 04:48 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8121,18-Jan-2025 04:48 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8121,18-Jan-2025 04:48 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
8121,18-Jan-2025 04:48 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
8122,18-Jan-2025 05:08 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
8122,18-Jan-2025 05:08 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8123,18-Jan-2025 05:22 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
8124,18-Jan-2025 05:24 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8124,18-Jan-2025 05:24 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8125,18-Jan-2025 05:25 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8125,18-Jan-2025 05:25 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
8126,18-Jan-2025 05:34 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8127,18-Jan-2025 06:00 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8127,18-Jan-2025 06:00 PM,Walk-In,Cashier,,,8oz,2.0,Regular Item,25.0,0.0,""
8127,18-Jan-2025 06:00 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8127,18-Jan-2025 06:00 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
8128,18-Jan-2025 06:07 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8129,18-Jan-2025 06:15 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8129,18-Jan-2025 06:15 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8130,18-Jan-2025 06:46 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
8130,18-Jan-2025 06:46 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8130,18-Jan-2025 06:46 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8131,18-Jan-2025 06:49 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
8131,18-Jan-2025 06:49 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
8131,18-Jan-2025 06:49 PM,Walk-In,Cashier,,,6oz,6.0,Regular Item,24.0,0.0,""
8131,18-Jan-2025 06:49 PM,Walk-In,Cashier,,,Etheopian,6.0,Modifier,0.0,0.0,""
8132,18-Jan-2025 06:53 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8132,18-Jan-2025 06:53 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
8132,18-Jan-2025 06:53 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
8133,18-Jan-2025 06:54 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8134,18-Jan-2025 07:21 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
8135,18-Jan-2025 07:39 PM,Walk-In,Cashier,,,8oz,2.0,Regular Item,25.0,0.0,""
8135,18-Jan-2025 07:39 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
8136,18-Jan-2025 07:40 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8136,18-Jan-2025 07:40 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8137,18-Jan-2025 07:40 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8137,18-Jan-2025 07:40 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8137,18-Jan-2025 07:40 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8138,18-Jan-2025 07:41 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8138,18-Jan-2025 07:41 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8139,18-Jan-2025 07:52 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8139,18-Jan-2025 07:52 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8140,18-Jan-2025 08:52 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8140,18-Jan-2025 08:52 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8141,18-Jan-2025 09:38 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8141,18-Jan-2025 09:38 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8142,18-Jan-2025 10:03 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8142,18-Jan-2025 10:03 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8143,18-Jan-2025 11:08 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8143,18-Jan-2025 11:08 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8144,19-Jan-2025 06:50 AM,Walk-In,Cashier,,,Open Drawer (ADD REASON),1.0,Regular Item,0.0,0.0,""
8145,19-Jan-2025 10:05 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8146,19-Jan-2025 10:19 AM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8147,19-Jan-2025 11:39 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
8147,19-Jan-2025 11:39 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8147,19-Jan-2025 11:39 AM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
8148,19-Jan-2025 11:46 AM,Walk-In,Cashier,,,Zaatar,2.0,Regular Item,14.0,0.0,""
8149,19-Jan-2025 01:01 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8150,19-Jan-2025 01:08 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8150,19-Jan-2025 01:08 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8151,19-Jan-2025 01:23 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8152,19-Jan-2025 01:29 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8152,19-Jan-2025 01:29 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8152,19-Jan-2025 01:29 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
8152,19-Jan-2025 01:29 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
8153,19-Jan-2025 01:54 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8154,19-Jan-2025 01:56 PM,Walk-In,Cashier,,,Still Water,3.0,Regular Item,9.0,0.0,""
8155,19-Jan-2025 02:35 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8155,19-Jan-2025 02:35 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8156,19-Jan-2025 02:53 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
8157,19-Jan-2025 03:05 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8157,19-Jan-2025 03:05 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8158,19-Jan-2025 03:06 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8158,19-Jan-2025 03:06 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8159,19-Jan-2025 03:30 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8160,19-Jan-2025 03:49 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
8161,19-Jan-2025 03:55 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8162,19-Jan-2025 04:16 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8162,19-Jan-2025 04:16 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8163,19-Jan-2025 04:21 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8163,19-Jan-2025 04:21 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8164,19-Jan-2025 04:25 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8164,19-Jan-2025 04:25 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8164,19-Jan-2025 04:25 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8165,19-Jan-2025 04:28 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8165,19-Jan-2025 04:28 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8166,19-Jan-2025 04:31 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
8166,19-Jan-2025 04:31 PM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
8167,19-Jan-2025 04:34 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
8167,19-Jan-2025 04:34 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8168,19-Jan-2025 05:19 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
8169,19-Jan-2025 05:20 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
8169,19-Jan-2025 05:20 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8170,19-Jan-2025 05:30 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8170,19-Jan-2025 05:30 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8171,19-Jan-2025 05:31 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8171,19-Jan-2025 05:31 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8172,19-Jan-2025 05:54 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8172,19-Jan-2025 05:54 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
8172,19-Jan-2025 05:54 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8172,19-Jan-2025 05:54 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8172,19-Jan-2025 05:54 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8173,19-Jan-2025 06:10 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8173,19-Jan-2025 06:10 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8174,19-Jan-2025 06:12 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
8174,19-Jan-2025 06:12 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
8175,19-Jan-2025 06:15 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
8175,19-Jan-2025 06:15 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8176,19-Jan-2025 06:21 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8176,19-Jan-2025 06:21 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8177,19-Jan-2025 07:08 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
8177,19-Jan-2025 07:08 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
8178,19-Jan-2025 07:08 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
8179,19-Jan-2025 07:20 PM,Walk-In,Cashier,,,Smoothie Acai,2.0,Regular Item,35.0,0.0,""
8180,19-Jan-2025 07:24 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
8181,19-Jan-2025 07:35 PM,Walk-In,Cashier,,,Sparkling Water,1.0,Regular Item,12.0,0.0,""
